,AspectRatio,MADX,MADY,AvgU,MADU,AvgV,MADV,CorrXY,CorrXP,CorrXU,CorrXV,CorrYP,CorrYU,CorrYV,CorrPU,CorrPV,CorrUV,NumXMin,NumXMax,NumYMin,NumYMax,NumUMin,NumUMax,NumVMin,NumVMax,Character
0,1.5666666666666662,0.15551523338683146,0.3363137849296542,0.40251275831947975,1.2078994730604296,-0.736807995268622,3.083448387968711,-0.14394321507070423,-0.24194394497916916,0.6710106989398227,0.2867509621283312,0.05925555475141823,-0.5333244418678569,0.6978197735814918,-0.1548624259471497,0.0547231495080567,0.14701324955476242,1,0,1,1,2,1,2,2,A
0,3.679012345679015,0.15147215523430588,0.5987941743842281,0.08723678799818838,0.8259154093972643,-1.4573837506716274,3.1090027681522425,-0.41511574809251295,0.46739154533884464,0.3447472415193296,0.11782641204477819,-0.566821376806246,0.20736593349853116,0.31981610662648496,0.37920144055692867,-0.32089975803005516,0.33914499912845897,0,1,1,1,1,1,3,1,B
0,1.8666666666666694,0.22373412783523777,0.515178853324436,0.5041184310243855,2.01422721677629,-1.1319220542453754,1.6364337652223213,0.1899916728392876,-0.8000965897506245,0.5882849019064198,0.9456917512793109,-0.10609629775714532,-0.2547478247946153,0.348744191148016,-0.6673818977154687,-0.6738257193672925,0.3911682656512059,0,0,0,1,1,1,1,0,C
0,2.0476190476190457,0.18383971349120978,0.3128625343673048,0.348706990386395,1.2160115417812265,-0.3695929382147263,3.3786665275677357,0.5129988088889889,0.0019191035336220176,0.4817222778802587,0.20818691597123884,0.4087007963873888,-0.16848111871693183,0.5736942043823334,-0.002655583346070432,0.2935486887652629,0.29203414838344505,1,0,1,1,2,0,2,1,D
0,1.4054054054054048,0.1971694229443233,0.3152780774505623,0.6926420907562412,1.633679402808239,-0.350906688419344,2.033642684169083,-0.11121069725409317,-0.3340644987137043,0.6163719949641182,0.6517923034570724,0.2454454473748461,-0.7354244610712141,0.4604157530606192,-0.323027628144987,-0.5175533198780274,0.136035279116865,1,1,1,1,2,2,1,1,E
0,2.7741935483871107,0.13142122078292026,0.4757184691147181,0.48524274339823437,1.034722205663433,-0.8523790708510542,2.635509273079017,0.4027724453999803,-0.4864459274691136,0.45344188820454967,0.194177020877699,-0.0886107076439325,-0.31577010577972253,0.5278138679814262,-0.14630948440605246,-0.30802400587612483,0.12160913236324826,0,0,0,1,2,3,1,1,F
0,2.5777777777777944,0.16833776769519834,0.43464212470103586,-0.7171662133612325,1.8242390496183387,-1.0896529593908562,2.3298427792445993,0.2995150569807704,0.03765639906645255,0.5876806321668924,0.15836589143701416,-0.20118768200445897,0.13250514256418955,0.5992448853686462,-0.013349831421421106,-0.4617254418425032,0.056085127256753374,1,0,1,1,2,2,3,3,G
0,4.454545454545453,0.14950975764186625,0.6540458604142594,0.42276306585051326,0.4630080865914125,-2.0355215813527208,3.0234950664309608,-0.5370268544452538,0.025278012411143202,0.7169028759759248,0.04454352640521252,-0.47762796105353234,-0.47562541353038923,0.2496714058501992,0.4602102325973009,0.07956691533570902,0.46372840853498803,0,0,0,1,1,1,2,1,H
0,5.8974358974358925,0.09738287743119903,0.7343855703055291,0.20714197428494846,0.836871383994692,-0.008387358044381439,3.3600571099935768,-0.20787012876453348,-0.4208091505242009,0.5726527636589964,0.4529463614791831,-0.3852003817192741,-0.8148396373308817,0.5247228892243886,-0.013496129572844516,-0.8011900774911286,-0.15997608364945914,0,0,1,0,1,1,1,0,I
0,3.820512820512805,0.10694445641785263,0.5892327117894525,-0.5265860783962995,0.8897886311218387,-1.2731327076866246,3.082252898338793,0.6417046227572012,0.27441349707787954,0.8362449531538779,-0.1759773612451288,-0.3186469818121941,0.6008427619100526,0.4982636911471781,0.2128810091791018,-0.6797705696230593,-0.12027341186352018,0,0,1,0,1,0,1,1,J
